,p0,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,time
s10,0.005421012652862318,-0.14732137183661712,-0.01247914599550079,-0.018415393626841744,-0.00876662374054622,0.009300962935275532,-0.020652736300085527,0.010860820738807469,0.010860820738807427,-0.00799984933484755,-0.38079056264160593,1.0,0.1794761337119419,0.02540880192550637,0.008157745267948114,0.012527117022270582,0.01350325246119241,0.015594323022088272,,,,-0.03798029800895705,-0.01554165251269155,0.007947487020457214,0.04404691452580776,0.09477178000872688,,,,-0.027939542934698094,0.11668093403592435,-0.02351581823338372,0.07698912717033891,-0.03550307271093541,,-0.04358780487345816,-0.04358780487345816,-0.005644579121914866,0.011784360668744541,0.08176250865704912,0.0032493375471253382,-0.013969432069825528,,-0.030132469237117546,-0.030132469237117546,0.045248647228090286,-0.033484534236107935,-0.029077523030428896,-0.009539108575617652,-0.001946059314916371,,0.023061371866297135,0.01995934616134714,-0.0040457073104203075,0.04642177195007002,-0.017512218684183466,0.03895455517261871,-0.007997763365464943,,0.014152247660275015,0.016713654718856188,-0.014081533589291914,-0.0029650027473239696,0.009877424549556344,-0.0076602569361212255,0.04003909806698595,,0.038640585209256624,0.038640585209256624,0.010574658173968582,0.011084704043662134,0.04208562190577001,0.03462245659468072,0.03593624252490714,,0.022700144235641012,0.022700144235641012,0.018331274439997127,0.033715262277483234,0.01887397589201682,0.028495002438153262,-0.0034200406429229866,,0.01770020419625721,0.01770020419625721,0.025191059760531258,-0.009995007310238828,0.038585007684640515,0.025020284601582277,0.007723367652776263,,0.005945690167150168,0.005945690167150168,0.00041574490038202985,0.03313093903916797,-0.008165713876647098,-0.0012288665206180085,0.02210374102892925,0.13211755320080903
s11,-0.016294032117878242,-0.14913038273794882,-0.015830970282512243,-0.02336165867058585,0.0038173566106053237,-0.0032759621245507316,0.0043908338832783006,0.0010191346849836472,0.001019134684983656,0.00415342262345651,-0.3854664237903118,0.1794761337119419,1.0,0.027846310888739383,0.011760813320777743,0.01806002515490702,0.01743963001965228,0.020580978578947452,,,,-0.02744407666960198,0.012652463537800581,0.001123737518486847,0.031024530334486055,0.05760480969801109,,,,0.007851580011182926,0.04253243903793126,-0.004121588024777067,0.050673838367166005,-0.04590991363754755,,0.0029828581808092696,0.0029828581808092696,0.0462860737547924,-0.07936503096854092,-0.047666159700600286,0.03479634033107378,0.028031630035585047,,0.019195101150794577,0.019195101150794577,0.0036065623259167534,0.014109371746910173,0.029527787374016314,0.012733169347170616,-0.01859278177140531,,0.02695251256869902,0.023783308347332402,0.014182420129169773,0.0167245039137394,-0.011343978372180758,0.02061577790253551,0.018500108584317207,,0.028260441838137036,0.030879023386237353,0.04414664439243959,0.038424766969312366,0.005550938145737985,-0.008089176098915374,0.036752469380288436,,0.034866262106244855,0.034866262106244855,0.009421404760534012,-0.0037087364566454344,0.04118911977310089,0.034107719053644577,0.012090497018595452,,0.005965885044818364,0.005965885044818364,0.005798893327177178,0.010084301241321371,-0.006610205450855678,0.019694050540863012,0.005735492902367726,,-0.00711971503333175,-0.00711971503333175,-0.012852299361847395,-0.0029609933187154966,0.008685439768377247,-0.004017929987894761,-0.017184147775459877,,0.015546470013072904,0.015546470013072904,-0.00037526107963640955,0.015458676263462276,0.024243042908202464,0.020966301032590465,-0.0023006009051599313,0.13278225327627888
s12,0.016886322872306837,-0.18109472103210625,-0.018320688699991795,-0.02703571975572858,0.001050724131150386,-0.0003934276439728711,-0.001813402982436365,0.004055095622102376,0.004055095622102362,0.0015831379475258179,0.01697638037446177,0.02540880192550637,0.027846310888739383,1.0,0.013646884494237172,0.0209562953283685,0.020203328400329835,0.023850519323231827,,,,-0.04526183557829262,0.025046597121943456,0.02907211002304513,0.04559972344856783,0.0368580670404205,,,,0.01339598304703159,0.02111996878671915,0.01321468373299059,0.023974580179140417,-0.000519033818706723,,-0.018860104394207298,-0.018860104394207298,-0.05822511099822493,0.015741114621298794,0.023221951580123152,-0.045031931660231166,0.05541071209186899,,-0.029459222009893617,-0.029459222009893617,0.010682400708989105,0.01298462799625522,-0.012520413697600175,-0.00287600343101467,-0.0211907057009949,,-0.006530480655840071,-0.001029822359869679,-0.005031763770347592,-0.008500734995690819,-0.008019366619709211,-0.018935533012469627,0.010844142105700276,,-0.0015744420466221017,-0.005955998723949407,0.005687644241283117,0.020613841073799707,0.004263433777592748,0.01639816415189652,0.0184162283378827,,0.016781315055382762,0.016781315055382762,0.026518003100276688,0.018432545322739514,-0.01192667244738445,0.010466401040058464,0.04384878920937942,,-0.004998070984842723,-0.004998070984842723,0.020604983850829067,-0.0211724274984217,-0.02044615781712099,0.004277133568403714,0.012957636561022372,,0.012795323423151409,0.012795323423151409,0.0248712743588822,0.005624238007146067,-0.00706985918810585,0.01875066425616536,-0.001314743705727706,,0.03429525418400622,0.03429525418400622,0.027967500388558674,0.023165789720106557,0.029899388075649787,0.0334190219865733,0.03341902198657405,0.17389329898487538
s13,-0.016577206299932014,-0.0730856276056745,-0.11130960123422023,-0.16425884607119604,0.010342539159985096,-0.010076883525230097,-0.008620252654177889,0.004747057588239817,0.004747057588240027,-0.0031814632333624377,0.005553893630187914,0.008157745267948114,0.011760813320777743,0.013646884494237172,1.0,-0.23319638596947614,-0.23340045256905417,0.1409488127751149,,,,0.1048257943580295,0.13651987111216277,0.045461334134323336,0.0498272069255092,-0.0017664442532590804,,,,-0.02611731357090774,-0.012095130130778476,-0.0003128594080566467,-0.03374344802371859,0.10194136755058113,,-0.009048755980705273,-0.009048755980705273,-0.013948327508354,0.05815174618254596,-0.014944039977010477,0.017482923624820623,0.019987129649009935,,-0.005211447988091477,-0.005211447988091477,-0.019667373876448548,-0.010676230719124227,-0.011331482612773478,0.005969396102281761,-0.00903420856548146,,-0.013923785718826645,-0.012262251568472469,0.0019064542587504383,-0.025860094136328504,-0.01875840226483804,-0.0025455319006090988,0.03250370444698946,,0.008698980967294614,0.007298314519971155,0.059384747529176454,-0.027865384141576237,-0.007436005108237156,-0.0016016291064779222,-0.006620024625713561,,0.005475453831020908,0.005475453831020908,-0.003924549697770229,-0.0013612507235364994,0.025706983955390606,0.0023025275791184394,-0.029422107662469884,,-0.02009838763669122,-0.02009838763669122,-0.03046899573369247,0.007032073531955947,-0.010358123649265161,-0.036052957790752446,-0.0069642091160122075,,0.026369765860038193,0.026369765860038193,-0.010027608108159258,0.02722513170287382,0.03679691620600543,0.016302800059931805,-0.027193181326546866,,-0.0015735056825388386,-0.0015735056825388386,0.019478211735732835,-0.009171313359473991,-0.011803857822035064,-0.013000300026212787,-0.0018327918600869492,0.07544038726855856
s14,-0.016202117102842025,-0.11223103683558246,-0.17092816146662493,-0.2522375630876598,0.015882108855935186,-0.015474165347665216,-0.013237348092334272,0.007289630157120371,0.007289630157120374,-0.004885487462199877,0.008528615830646792,0.012527117022270582,0.01806002515490702,0.0209562953283685,-0.23319638596947614,1.0,0.3203567797831415,0.21644243768206117,,,,0.16097156134979984,0.2063122153687826,0.06981088940430501,0.0687763498054903,0.00962605932013525,,,,-0.03626582634483138,-0.0264733841172768,-0.02363390935012571,-0.06408805122856537,0.1530212984993777,,0.011379082131931527,0.011379082131931527,-0.006758741579003215,0.0100055092737478,0.0032730013547207703,-0.0009171906411363284,-0.014119173739710479,,-0.04221556729477891,-0.04221556729477891,-0.0370488284109381,-0.035325642909953256,0.029019110251123977,0.013845926268230589,-0.012326964752825027,,-0.0174469252307531,-0.0109059944773375,-0.031505184122727486,0.0028649762545994743,-0.008651371102883174,-0.031587800908916774,-0.002640767184350136,,0.02589937572268656,0.020601635608090814,-0.01146053141843293,0.05084456888483627,0.03387168572405414,0.02419090428400556,0.00836235642604196,,0.01832079072845476,0.01832079072845476,0.0077780765013372825,-0.01077334501770856,0.037558215693703344,0.012724142434502924,0.007190668708429474,,-0.0158506660829738,-0.0158506660829738,-0.006936781857714164,-0.0021755752573680846,4.3355476816232935e-05,-0.00700411147389667,-0.013501424193483066,,-0.04287316384636282,-0.04287316384636282,-0.022142214504924873,-0.04192601802247138,-0.03512000883785464,-0.019890411332418104,-0.026468979616791576,,-0.020870821569467263,-0.020870821569467263,-0.016603140592564056,-0.014083562544353332,-0.01812612473104161,-0.011388923762542002,-0.01996339360985686,0.10551137883253144
s15,0.006154219567237793,-0.11232924850364084,-0.17107773809294463,-0.2524582923308373,0.016691993671047272,-0.016283662198190288,-0.011607648236159245,0.0066488267370462765,0.006648826737046371,-0.004094883530996323,0.0081514196845198,0.01350325246119241,0.01743963001965228,0.020203328400329835,-0.23340045256905417,0.3203567797831415,1.0,0.21581213839028565,,,,0.15872392533670082,0.20903571669101073,0.07370518065472788,0.07100370533627552,-0.0003944593183482446,,,,-0.028961678565467743,-0.0223426339261225,-0.030536128207294132,-0.059264300135167154,0.14637481509573597,,0.024053598943399236,0.024053598943399236,-0.005679844564513644,0.025245288586701407,0.0009492760337622563,0.0014066512507495777,-0.011748959583240669,,-0.018075450771005672,-0.018075450771005672,-0.011850681696863732,-0.010702624443327698,0.018891366516585243,-0.005532374542441514,-0.030040375006432203,,-0.005267997848326465,0.0013483882008076499,-0.026146233768758582,0.0006635944266302343,-0.015542656347715846,-0.02686010448888147,0.03361807487776233,,0.01556291749220485,0.01028539548667054,-0.007791473814756059,0.03995341641512027,0.007423333200377475,0.02373375470827478,-0.012348703622616907,,0.024389200403992017,0.024389200403992017,0.007539489221681226,0.017117721419541286,0.019901755343250425,-0.010539776839812779,0.018909271189388503,,0.005266561580939597,0.005266561580939597,0.011000748008932163,-0.012096225752716424,0.021053932812527886,0.0109145095072267,0.008721053856306513,,-0.02567504736041303,-0.02567504736041303,-0.008740535095623472,-0.022338704305689745,-0.03088495855744734,-4.577635243681467e-05,0.0039881805572621835,,-0.008662462239289966,-0.008662462239289966,0.006599806885799883,-0.014143093055221179,-0.0107666229750826,0.005687741359964782,-0.020025043313422485,0.0981555792131039
s16,-0.018261234807821318,-0.13160358796812408,-0.20043260730773052,-0.2957770796620858,0.019369816178420367,-0.018891427218621124,-0.013983565726141584,0.007941174984013966,0.007941174984014152,-0.004983578323084307,0.009640144278456891,0.015594323022088272,0.020580978578947452,0.023850519323231827,0.1409488127751149,0.21644243768206117,0.21581213839028565,1.0,,,,0.18651812090887768,0.24352852502390737,0.08255599196943683,0.08811897535382873,0.00333074737601366,,,,-0.03474862494091756,-0.023817224529962728,-0.02729401842184994,-0.058665182003881364,0.17720250055803108,,0.01929510808473282,0.01929510808473282,-0.01568584807888423,0.05276248776693267,0.012136228194585688,0.017726776153968827,-0.0009279856576295652,,-0.015614672771573058,-0.015614672771573058,-0.02219631966237908,-0.022745167589703533,0.012184172075251591,-0.003039088972597264,-0.016924898842276128,,-0.016400680538753112,-0.013357888681065052,-0.052508990218593475,0.00683486638842423,-0.017687909312537508,-0.017181082130106214,0.028001628723716115,,0.022861763014113953,0.020338317718103037,0.00462874458032153,0.02986925091401982,0.030053108594869885,0.012517063279804386,0.008929107403317425,,0.002385732939959365,0.002385732939959365,-0.012454905454108421,-0.0037671509295692357,0.02161668143041696,0.0006341674930866303,-0.023059622048687396,,-0.018371732065974478,-0.018371732065974478,-0.014228702764360538,-0.013369841645691364,-0.007653577394652707,-0.022564965897379004,0.000409385477672694,,-0.024349389387721052,-0.024349389387721052,0.007157174960509199,-0.0296113212350345,-0.03820516112788541,-0.008211235105774196,-0.03231186865812621,,-0.014451980699635821,-0.014451980699635821,0.007746278796037338,-0.007973092604109269,-0.024792995264684977,-0.0073800670425735486,-0.007380067042572674,0.12828066532801863
s17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s20,-0.002555877373755822,0.2577074727624948,-0.1483770869834048,-0.218959090869576,0.6906958491876262,-0.6916042774705335,-0.048526649351007936,0.0318306874277424,0.03183068742774193,-0.014145634099006573,-0.025285855250332577,-0.03798029800895705,-0.02744407666960198,-0.04526183557829262,0.1048257943580295,0.16097156134979984,0.15872392533670082,0.18651812090887768,,,,1.0,-0.40675150230037616,-0.08628841930954487,0.16876974341686696,-0.0922126243263292,,,,-0.0338151713862631,0.054324725165461274,-0.10707011032153274,-0.11088980924200124,0.07310560131391862,,0.021168423462786044,0.021168423462786044,-0.13660846931614817,0.08531572968523231,0.09870017686544319,-0.14199645867403976,0.06273159011162784,,-0.03578310157230303,-0.03578310157230303,-0.0418898188937712,-0.03117456593146532,0.06086038664534372,0.013724265322751058,-0.09165230338785448,,-0.0069145412833136926,-0.013315217097443585,-0.010795248432438159,-0.02537562684607586,-0.005364606485709741,-0.03481034948505774,-0.01754882286192699,,0.022161334990956103,0.027154776471293413,0.02213612017602149,0.0005620330033466584,0.007579722242651597,0.02539282715697263,0.05039268352321448,,0.02011172650729869,0.02011172650729869,0.020692111372177413,0.014147185934070343,0.002293808059271051,0.055483646954905805,-0.02383871339901637,,0.001064316199476493,0.001064316199476493,-0.03849931545439361,-0.030896556154271303,0.028249927705482913,-0.017709068473966888,0.0005423863736114424,,-0.012789348415328859,-0.012789348415328859,-0.009390593466214951,-0.01196128230153635,-0.015732125307305833,0.0003251605692119867,-0.03724438171520479,,-0.03574081373095631,-0.03574081373095631,-0.02693653353260355,-0.027755662169390943,-0.014323088051466874,-0.034225038011698315,-0.026283987328282955,-0.22386259048388574
s21,5.38317731973559e-05,-0.12627587803561327,-0.19231849120161945,-0.2838031319190463,-0.5210792693653337,0.5215172881782617,0.16141874886373397,0.040222949962569074,0.040222949962570614,0.046144827841358815,0.036102081472183,-0.01554165251269155,0.012652463537800581,0.025046597121943456,0.13651987111216277,0.2063122153687826,0.20903571669101073,0.24352852502390737,,,,-0.40675150230037616,1.0,0.0256959424925014,-0.1818355200425075,-0.10759580944435458,,,,-0.08509432417936144,-0.1222316302857048,0.0433960801015925,-0.043028982851405904,0.2857947625477108,,0.01720189064936424,0.01720189064936424,0.10953018998809737,-0.00024907882169745705,-0.06714558661344072,0.1472814974881516,-0.08490362812390319,,-0.012090486870374468,-0.012090486870374468,-0.011128136756681815,-0.005189628097018008,-0.042624277562146456,-0.05122778242326396,0.0808346619419897,,-0.059771944621447394,-0.047224521557094425,-0.04269723665061875,0.023404824147497144,-0.04920009890789472,-0.059398141396366635,0.04496666378490668,,-0.03607088790665502,-0.04627292069793966,-0.053742781382689016,0.022710402003337838,-0.0040930491636155635,-0.02895936404213621,-0.04725197189544664,,-0.047860320137247815,-0.047860320137247815,-0.040159761142084804,-0.030969005213078115,-0.038703868289223654,-0.07175644027264122,-0.011037780505742502,,-0.036828464223603474,-0.036828464223603474,-0.012644868998540825,-0.006820782975089817,-0.05348749495625295,-0.04673288779030027,-0.019987114179720534,,-0.04203959793590629,-0.04203959793590629,-0.020301045067904096,-0.028494582899283562,-0.035825126953667255,-0.03541095267500818,-0.031617795287303053,,-0.009715390849447511,-0.009715390849447511,0.010451091454874458,-0.004796576849347477,-0.028159409756925973,0.020500186131593014,-0.02843091507301061,0.10966828852617863
s22,-0.0025806409830094745,-0.17395519104372212,0.25118164199583426,-0.10915902587922155,-0.07976209301030449,0.08039033246633903,0.20552429681660314,0.18996255994509403,-0.01816863452261492,-0.010917527804409613,0.026088556107744774,0.007947487020457214,0.001123737518486847,0.02907211002304513,0.045461334134323336,0.06981088940430501,0.07370518065472788,0.08255599196943683,,,,-0.08628841930954487,0.0256959424925014,1.0,-0.22516285515198478,0.03193692042109244,,,,-0.012149133820633488,0.017110216988729283,-0.07364076945100571,-0.010866280450053386,0.08773039890145537,,0.0009714698744799115,0.0009714698744799115,0.04962433222852098,0.05030009524988075,-7.549694199452261e-05,0.050409243594189114,-0.032293463295467756,,0.009275089413679119,0.009275089413679119,-0.032107973988046046,-0.010276193415203414,0.026937729941093162,0.0027685647746789094,-0.01243155707818285,,0.008778008344642695,0.0007429970647737721,-0.02355679462456174,0.017059999373827912,-0.026529473832618385,-0.0004202564898631476,0.026515307937973038,,0.002276987143629983,0.008673117932302634,0.004890940445113321,-0.01762286182519844,0.015149633485394519,0.014637095319301569,-0.034175730935354864,,-0.03439261371213186,-0.03439261371213186,-0.007504778082025242,-0.03190216266743976,-0.02556470620388234,-0.047086309805519685,-0.008523181028434251,,-0.033436639418005044,-0.033436639418005044,-0.024792333169602006,-0.02251380366938949,-0.02642796300189803,-0.008722080217659424,-0.007228228139678606,,-0.039156384103555604,-0.039156384103555604,-0.01213211191473488,-0.027081636724695733,-0.026733216622933927,-0.03218828234260353,-0.01760704173039452,,-0.06379756465010927,-0.06379756465010927,-0.03095223106822738,-0.0300510657222529,-0.04467610311674551,-0.05379291098715322,-0.0462152479086932,0.1695422296594808
s23,-0.025436733344982,-0.20400789172532025,-0.0963650045058996,0.021660781054163147,0.11106849590242551,-0.12808397991917478,0.020771568521964753,-0.1446686664559795,-0.16966207194027427,0.0554676440823707,-0.01824278793070283,0.04404691452580776,0.031024530334486055,0.04559972344856783,0.0498272069255092,0.0687763498054903,0.07100370533627552,0.08811897535382873,,,,0.16876974341686696,-0.1818355200425075,-0.22516285515198478,1.0,0.05470522573280287,,,,-0.03305913490500815,0.0442351445212817,-0.02901236910007163,-0.03627201070318462,0.0762514108048978,,0.021922896935091425,0.021922896935091425,-0.054569565080522214,0.011391944117987232,-0.05255290316710084,-0.0496393158901325,0.004848187995777619,,-0.013221311440268536,-0.013221311440268536,-0.01734339621781802,-0.009434406530479382,0.08795791417299163,0.018568266683501707,-0.12161872591975928,,-0.0305931202090962,-0.024533861044167226,-0.04351221804855337,-0.0381941698885198,-0.007508473997714838,-0.02796811956343861,0.00500108901988144,,0.03561951262890061,0.030618038642637624,0.028350861695412084,0.019890478105630282,0.025549972231809152,0.032061009499520586,0.01798217815870152,,0.07069558706995976,0.07069558706995976,0.034103187611868396,0.04550517307570281,0.04824562622064279,0.04370067179930942,0.023993278769026752,,0.06763206562943376,0.06763206562943376,0.026032450155395435,0.02028698646078379,0.035366046753903285,0.043717533846453785,0.05671275772013987,,0.07089959470951053,0.07089959470951053,-0.006778603363588705,0.09101631691687424,0.04442603845011372,0.03963605536923211,0.03427416357805092,,0.05727300489681007,0.05727300489681007,0.02009963177611879,0.0212182868345081,0.050354255677458964,0.03027797793278916,0.0378609997229539,0.19934994443877996
s24,-0.023409049658182905,-0.18646738292043447,0.017089993435129496,-0.10009642060619066,-0.0769125043735625,-0.05718971659560493,0.0930979222727532,-0.11698137771115528,-0.022893404843162525,0.009725068020100279,-0.030095115387176744,0.09477178000872688,0.05760480969801109,0.0368580670404205,-0.0017664442532590804,0.00962605932013525,-0.0003944593183482446,0.00333074737601366,,,,-0.0922126243263292,-0.10759580944435458,0.03193692042109244,0.05470522573280287,1.0,,,,0.0697463897631278,0.10488542253263021,-0.052945097813695406,0.043611889717928363,-0.31214879268261075,,-0.017058960400168348,-0.017058960400168348,-0.05902548683533808,0.030412089028778636,-0.0036654111534671426,-0.11460251133281572,0.03879459789480843,,0.016714481701863643,0.016714481701863643,0.08283089548415751,-0.04955499580110197,0.01717090616544298,-0.007400571425852545,-0.019818828254359835,,0.03708120387747344,0.028661235903787274,0.023998763104463132,-0.00713622969975236,0.027076622599812254,0.0637634032373012,-0.034011290383113,,0.03800678137960148,0.04481918581933508,-0.00794807191772791,0.02873999382907836,0.03986891924913109,0.027619898374056245,0.058694957906075935,,0.04619198177025143,0.04619198177025143,0.022445352393354875,0.04449515349590478,0.08149888228262261,0.0396780478541855,0.016005095550935357,,0.01284608286407845,0.01284608286407845,0.036410964686190796,3.205148810892438e-05,0.007703634027560059,0.0015847549480437182,-0.023009087813325807,,0.04573989194158981,0.04573989194158981,0.0511850267444294,0.0052683824633902015,0.029893117158224996,0.018510795294950724,0.02110577150524894,,0.019709815057414527,0.019709815057414527,0.005508685418604716,0.03682260087215641,0.026817706547371548,0.03074936121655686,0.0005237867141091702,0.1476288768540015
s25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s28,-0.02440150598702943,-0.029034052932398108,0.14453877746068775,0.007645557952244874,0.03149729435459654,-0.11419945086322157,0.034125286303263155,0.05718698726896737,-0.03583046721912214,-0.0773943338181817,-0.019868002818905564,-0.027939542934698094,0.007851580011182926,0.01339598304703159,-0.02611731357090774,-0.03626582634483138,-0.028961678565467743,-0.03474862494091756,,,,-0.0338151713862631,-0.08509432417936144,-0.012149133820633488,-0.03305913490500815,0.0697463897631278,,,,1.0,-0.2979872699401771,-0.03127944120091021,0.2537223129092555,-0.3127802827626236,,-0.052353468496200636,-0.052353468496200636,-0.13183758021901432,-0.04916037945419799,-0.0410198007773888,-0.15459624177401,0.1691850642740792,,0.01480245992033056,0.01480245992033056,-0.012041417845538156,0.013972869553361394,0.045058205123103524,0.03401472348351833,0.032606005107998756,,-0.015511062629126372,-0.02001330083389621,-0.02205105463611795,-0.0216832906746867,0.03014841241487345,0.04412582030808852,-0.06140881950743949,,-0.025407903623757888,-0.021903732361136647,0.032364651799551496,-0.021948782023540312,-0.026327232138783824,0.012063024146064371,-0.029407815999193725,,-0.02148393870339628,-0.02148393870339628,0.00379893731554142,0.0044103043586269175,-0.02882021344197362,0.004968418208907005,-0.0025230389103859815,,-0.03476806526194317,-0.03476806526194317,-0.05288154467326032,-0.013468708501191456,-0.029728758384585916,-0.005464660683892764,-0.024410764735888775,,0.0002563951726129392,0.0002563951726129392,-0.013945048440468922,-0.0051926702201620534,0.008584797622881911,0.01338131872511852,0.022644584866421152,,-0.030385063017174516,-0.030385063017174516,-0.008015375922932057,-0.032623986706327775,-0.028305097497576454,-0.01742392465892513,-0.04564550433488442,0.06317015271148889
s29,-0.0037854631457778626,-0.05434902835133394,0.021355496708364497,0.07625143327336469,0.040552218958825756,-0.07765950948921438,0.07770350352616441,-0.027156732223303746,-0.05408806140181951,0.02244135017649253,0.0031838349332761868,0.11668093403592435,0.04253243903793126,0.02111996878671915,-0.012095130130778476,-0.0264733841172768,-0.0223426339261225,-0.023817224529962728,,,,0.054324725165461274,-0.1222316302857048,0.017110216988729283,0.0442351445212817,0.10488542253263021,,,,-0.2979872699401771,1.0,0.07983513226930801,0.2228498737491623,-0.15213713924677638,,-0.04214607015112127,-0.04214607015112127,-0.19066831589588892,0.03875209671914096,0.09296003345125044,-0.08769401991136745,0.06755370774036268,,-0.009738363898548026,-0.009738363898548026,-0.0171038284412866,0.018728453144467107,-0.059208525640080216,0.002704295543525032,0.01412838050093829,,-0.008130719639840984,-0.011611155278679036,0.05827873724212266,-0.02423599517034785,-0.006270452273872744,0.05605621767653515,-0.058838949939311595,,-0.017186409572393736,-0.014459271257848804,-0.017982322933640542,-0.021537668589074334,-0.03854774364871465,-0.0706633343042472,0.05859796560007372,,0.03204220623305536,0.03204220623305536,0.05171826420648182,0.0026129707886965382,0.026509094841738568,0.0494855080471165,0.02999657149035834,,0.025643970323717725,0.025643970323717725,0.056252032921806513,-0.009617452217352562,0.01472919104608101,0.025550691272594534,0.005758207563594718,,0.003481186454287386,0.003481186454287386,0.06534990851088866,-0.02208377775585102,-0.020429725425019453,-0.00533330717099494,-0.03224891911533584,,0.008899212070133609,0.008899212070133609,-0.0009310242404044878,0.014721149000806172,0.00989508258780726,-0.003053764336873357,0.012428110673323157,0.09147885066421134
s30,0.018285217208315645,-0.06749077077057042,0.05276549335029528,-0.015246550981147664,-0.07011297025397475,0.07485132377116452,0.0077920745532278,0.0030188905590860147,-0.06344940057848791,-0.09242338755104199,-0.013304231929435547,-0.02351581823338372,-0.004121588024777067,0.01321468373299059,-0.0003128594080566467,-0.02363390935012571,-0.030536128207294132,-0.02729401842184994,,,,-0.10707011032153274,0.0433960801015925,-0.07364076945100571,-0.02901236910007163,-0.052945097813695406,,,,-0.03127944120091021,0.07983513226930801,1.0,0.1354534100832893,0.05526629529593698,,0.0030941316430128686,0.0030941316430128686,0.000254335923493674,-0.06947891880094001,0.004249850123424745,0.06915676322372548,-0.04848975718824723,,0.002431002844670176,0.002431002844670176,0.01863275904478509,-0.022968174693071115,-0.013448088830526724,0.0018052333890446544,0.011150977157678767,,-0.007428554437132119,-0.00013832731246686103,0.0314665908767793,0.020935799383898345,-0.0318215498913152,0.01033705052578171,-0.018784160338565448,,-0.017175842010390147,-0.022957545296994827,-0.020176554160149057,-0.028057355497347978,-0.01742806795119236,-0.022750975564647318,0.0026612122126787466,,-0.03193219032868046,-0.03193219032868046,-0.039996990406107956,-0.03098721743670188,-0.021023805605791833,0.006488890435326446,-0.0033502733247420726,,-0.014039635383266524,-0.014039635383266524,0.012239368104279584,-0.022661074517467607,-0.002299081828360117,-0.007557851297547619,-0.010169030093122136,,-0.007373343742942271,-0.007373343742942271,0.03740248623068243,-0.006533190650658246,-0.00992572532072978,0.028421235588455225,-0.040925792515372254,,-0.00298280845759197,-0.00298280845759197,-0.022944541951255525,0.007470915853847518,-0.0023153385991004916,0.011231899127046625,-0.003893005531335876,0.07681576992421967
