-1000.0,-250.0,9944767
-1000.0,-200.0,9768084
-1000.0,-150.0,9566906
-1000.0,-100.0,9564815
-1000.0,-50.0,9541146
-1000.0,0.0,9546608
-1000.0,50.0,9549737
-1000.0,100.0,10928124
-1000.0,150.0,9561577
-1000.0,200.0,9552125
-998.0,-250.0,9559944
-998.0,-200.0,9550733
-998.0,-150.0,10922741
-998.0,-100.0,9563099
-998.0,-50.0,9557760
-998.0,0.0,9563608
-998.0,50.0,9556339
-998.0,100.0,9551868
-998.0,150.0,9556164
-998.0,200.0,9555109
-996.0,-250.0,10923194
-996.0,-200.0,10918500
-996.0,-150.0,10923049
-996.0,-100.0,9569870
-996.0,-50.0,10915681
-996.0,0.0,10936295
-996.0,50.0,10911939
-996.0,100.0,10962869
-996.0,150.0,10913101
-996.0,200.0,9573775
-994.0,-250.0,10920842
-994.0,-200.0,9570695
-994.0,-150.0,9558399
-994.0,-100.0,9579974
-994.0,-50.0,9561305
-994.0,0.0,9568436
-994.0,50.0,10916793
-994.0,100.0,9570980
-994.0,150.0,9568600
-994.0,200.0,10920662
-992.0,-250.0,10930784
-992.0,-200.0,10921008
-992.0,-150.0,9567829
-992.0,-100.0,9569113
-992.0,-50.0,10923048
-992.0,0.0,9599006
-992.0,50.0,9578892
-992.0,100.0,9554303
-992.0,150.0,10918103
-992.0,200.0,9569017
-990.0,-250.0,9571583
-990.0,-200.0,9574782
-990.0,-150.0,9568886
-990.0,-100.0,9565859
-990.0,-50.0,9576688
-990.0,0.0,10922727
-990.0,50.0,9581527
-990.0,100.0,9573193
-990.0,150.0,9628038
-990.0,200.0,10929969
-988.0,-250.0,10928374
-988.0,-200.0,10469665
-988.0,-150.0,10915570
-988.0,-100.0,10951304
-988.0,-50.0,9565023
-988.0,0.0,10944469
-988.0,50.0,10926657
-988.0,100.0,10923253
-988.0,150.0,10917417
-988.0,200.0,9957771
-986.0,-250.0,10914998
-986.0,-200.0,10921112
-986.0,-150.0,10935115
-986.0,-100.0,10910530
-986.0,-50.0,9577696
-986.0,0.0,9574695
-986.0,50.0,9561022
-986.0,100.0,10917862
-986.0,150.0,9580771
-986.0,200.0,9560083
-984.0,-250.0,10926324
-984.0,-200.0,9574596
-984.0,-150.0,10920358
-984.0,-100.0,9582200
-984.0,-50.0,9569511
-984.0,0.0,10920695
-984.0,50.0,10926116
-984.0,100.0,9574874
-984.0,150.0,9561582
-984.0,200.0,10928761
-982.0,-250.0,9577050
-982.0,-200.0,10926418
-982.0,-150.0,10919530
-982.0,-100.0,10926916
-982.0,-50.0,9557387
-982.0,0.0,10383788
-982.0,50.0,10924455
-982.0,100.0,9576731
-982.0,150.0,10918960
-982.0,200.0,10908893
-980.0,-250.0,10929468
-980.0,-200.0,10932815
-980.0,-150.0,9570266
-980.0,-100.0,10916668
-980.0,-50.0,10921895
-980.0,0.0,10928092
-980.0,50.0,9563967
-980.0,100.0,10917958
-980.0,150.0,10892564
-980.0,200.0,10922985
-978.0,-250.0,9568163
-978.0,-200.0,10925313
-978.0,-150.0,11150351
-978.0,-100.0,10926019
-978.0,-50.0,10918753
-978.0,0.0,9574940
-978.0,50.0,10926106
-978.0,100.0,10922006
-978.0,150.0,10952766
-978.0,200.0,9566331
-976.0,-250.0,9570527
-976.0,-200.0,9903655
-976.0,-150.0,10927861
-976.0,-100.0,9575336
-976.0,-50.0,9577367
-976.0,0.0,9578761
-976.0,50.0,10922066
-976.0,100.0,9570286
-976.0,150.0,9573078
-976.0,200.0,10923331
-974.0,-250.0,9574036
-974.0,-200.0,10933394
-974.0,-150.0,10922904
-974.0,-100.0,10910423
-974.0,-50.0,10922515
-974.0,0.0,10926336
-974.0,50.0,9577137
-974.0,100.0,10928284
-974.0,150.0,10932011
-974.0,200.0,9572106
-972.0,-250.0,9572313
-972.0,-200.0,10927576
-972.0,-150.0,10907690
-972.0,-100.0,10923094
-972.0,-50.0,10929696
-972.0,0.0,10938642
-972.0,50.0,10922180
-972.0,100.0,10921767
-972.0,150.0,10923864
-972.0,200.0,10929192
-970.0,-250.0,10920957
-970.0,-200.0,10932527
-970.0,-150.0,9829457
-970.0,-100.0,9565684
-970.0,-50.0,9576268
-970.0,0.0,10599859
-970.0,50.0,9574510
-970.0,100.0,10924337
-970.0,150.0,9574696
-970.0,200.0,9571442
-968.0,-250.0,10929545
-968.0,-200.0,10925895
-968.0,-150.0,10922431
-968.0,-100.0,10931669
-968.0,-50.0,10922868
-968.0,0.0,9933738
-968.0,50.0,10922723
-968.0,100.0,10931874
-968.0,150.0,10929748
-968.0,200.0,10924746
-966.0,-250.0,10926299
-966.0,-200.0,10928903
-966.0,-150.0,10926207
-966.0,-100.0,9563051
-966.0,-50.0,10918901
-966.0,0.0,10919732
-966.0,50.0,9576392
-966.0,100.0,10921239
-966.0,150.0,9569506
-966.0,200.0,10923579
-964.0,-250.0,10920720
-964.0,-200.0,10931050
-964.0,-150.0,10925897
-964.0,-100.0,10926771
-964.0,-50.0,10455903
-964.0,0.0,9576545
-964.0,50.0,10936413
-964.0,100.0,10923757
-964.0,150.0,10925632
-964.0,200.0,10925086
-962.0,-250.0,10925614
-962.0,-200.0,9576790
-962.0,-150.0,10913390
-962.0,-100.0,10929593
-962.0,-50.0,10923138
-962.0,0.0,10925661
-962.0,50.0,9575953
-962.0,100.0,9567307
-962.0,150.0,9556600
-962.0,200.0,10924387
-960.0,-250.0,10923102
-960.0,-200.0,10933155
-960.0,-150.0,10918805
-960.0,-100.0,9566387
-960.0,-50.0,10937704
-960.0,0.0,10762249
-960.0,50.0,9569398
-960.0,100.0,10926797
-960.0,150.0,10926377
-960.0,200.0,10922559
-958.0,-250.0,10928832
-958.0,-200.0,10924240
-958.0,-150.0,10930913
-958.0,-100.0,10922512
-958.0,-50.0,10910441
-958.0,0.0,10924452
-958.0,50.0,9569300
-958.0,100.0,10922251
-958.0,150.0,10926001
-958.0,200.0,10930065
-956.0,-250.0,10927532
-956.0,-200.0,10924582
-956.0,-150.0,10933327
-956.0,-100.0,10921308
-956.0,-50.0,10924334
-956.0,0.0,10919234
-956.0,50.0,9580039
-956.0,100.0,9562977
-956.0,150.0,9559245
-956.0,200.0,9562035
-954.0,-250.0,10928552
-954.0,-200.0,9575580
-954.0,-150.0,10929518
-954.0,-100.0,10922327
-954.0,-50.0,9570992
-954.0,0.0,10932511
-954.0,50.0,9570972
-954.0,100.0,10929102
-954.0,150.0,10912028
-954.0,200.0,10923094
-952.0,-250.0,10926124
-952.0,-200.0,10916655
-952.0,-150.0,10878746
-952.0,-100.0,10426678
-952.0,-50.0,10941500
-952.0,0.0,10136058
-952.0,50.0,10921975
-952.0,100.0,10912837
-952.0,150.0,10922870
-952.0,200.0,10922456
-950.0,-250.0,10921346
-950.0,-200.0,10925295
-950.0,-150.0,9575573
-950.0,-100.0,9580990
-950.0,-50.0,10928941
-950.0,0.0,10936041
-950.0,50.0,10962323
-950.0,100.0,9569678
-950.0,150.0,10933293
-950.0,200.0,9578207
-948.0,-250.0,10936839
-948.0,-200.0,10923392
-948.0,-150.0,10924141
-948.0,-100.0,10921336
-948.0,-50.0,10915708
-948.0,0.0,9952565
-948.0,50.0,9568276
-948.0,100.0,10925888
-948.0,150.0,10922127
-948.0,200.0,10263527
-946.0,-250.0,10922543
-946.0,-200.0,9576867
-946.0,-150.0,10920993
-946.0,-100.0,10925063
-946.0,-50.0,10920417
-946.0,0.0,10950856
-946.0,50.0,9578598
-946.0,100.0,10917755
-946.0,150.0,10050860
-946.0,200.0,10934593
-944.0,-250.0,10923843
-944.0,-200.0,10923368
-944.0,-150.0,10934733
-944.0,-100.0,10924370
-944.0,-50.0,10922242
-944.0,0.0,10921538
-944.0,50.0,10926778
-944.0,100.0,10923102
-944.0,150.0,10894428
-944.0,200.0,10934144
-942.0,-250.0,9575606
-942.0,-200.0,10923069
-942.0,-150.0,10927442
-942.0,-100.0,10921605
-942.0,-50.0,10921140
-942.0,0.0,10921544
-942.0,50.0,10930621
-942.0,100.0,10929816
-942.0,150.0,10931901
-942.0,200.0,9573981
-940.0,-250.0,10926440
-940.0,-200.0,10918976
-940.0,-150.0,10924520
-940.0,-100.0,10934856
-940.0,-50.0,10926265
-940.0,0.0,10923471
-940.0,50.0,9785646
-940.0,100.0,10930641
-940.0,150.0,10921534
-940.0,200.0,10926274
-938.0,-250.0,10927387
-938.0,-200.0,10924762
-938.0,-150.0,9574980
-938.0,-100.0,10931999
-938.0,-50.0,10930169
-938.0,0.0,10924425
-938.0,50.0,9568673
-938.0,100.0,10928166
-938.0,150.0,10922377
-938.0,200.0,10931416
-936.0,-250.0,10922114
-936.0,-200.0,10919367
-936.0,-150.0,9575172
-936.0,-100.0,10928483
-936.0,-50.0,9568242
-936.0,0.0,9569724
-936.0,50.0,10933936
-936.0,100.0,10922254
-936.0,150.0,10896719
-936.0,200.0,10929906
-934.0,-250.0,10922464
-934.0,-200.0,10920672
-934.0,-150.0,10927990
-934.0,-100.0,10927470
-934.0,-50.0,10929016
-934.0,0.0,10926509
-934.0,50.0,10919871
-934.0,100.0,10924051
-934.0,150.0,10922572
-934.0,200.0,10922539
-932.0,-250.0,10925858
-932.0,-200.0,9577472
-932.0,-150.0,10920828
-932.0,-100.0,10754052
-932.0,-50.0,10916159
-932.0,0.0,10916419
-932.0,50.0,10925669
-932.0,100.0,10317670
-932.0,150.0,9576281
-932.0,200.0,10922433
-930.0,-250.0,10923354
-930.0,-200.0,9575572
-930.0,-150.0,10920424
-930.0,-100.0,10923028
-930.0,-50.0,10935136
-930.0,0.0,10922427
-930.0,50.0,10942420
-930.0,100.0,10920650
-930.0,150.0,10925018
-930.0,200.0,9579925
-928.0,-250.0,10931647
-928.0,-200.0,10927716
-928.0,-150.0,10921371
-928.0,-100.0,10925137
-928.0,-50.0,10895767
-928.0,0.0,10926921
-928.0,50.0,10921435
-928.0,100.0,9566152
-928.0,150.0,9572464
-928.0,200.0,10928170
-926.0,-250.0,10930771
-926.0,-200.0,9576909
-926.0,-150.0,10931516
-926.0,-100.0,10928043
-926.0,-50.0,9567046
-926.0,0.0,10926994
-926.0,50.0,10931458
-926.0,100.0,9576608
-926.0,150.0,10924960
-926.0,200.0,10918954
-924.0,-250.0,10930724
-924.0,-200.0,10936703
-924.0,-150.0,10659230
-924.0,-100.0,9576178
-924.0,-50.0,10923873
-924.0,0.0,10924173
-924.0,50.0,10923553
-924.0,100.0,10923016
-924.0,150.0,10903226
-924.0,200.0,10928370
-922.0,-250.0,10920900
-922.0,-200.0,10925373
-922.0,-150.0,10931104
-922.0,-100.0,10932864
-922.0,-50.0,10923641
-922.0,0.0,10927206
-922.0,50.0,10919380
-922.0,100.0,10942680
-922.0,150.0,10919940
-922.0,200.0,9575229
-920.0,-250.0,10915149
-920.0,-200.0,10916472
-920.0,-150.0,10924073
-920.0,-100.0,9743860
-920.0,-50.0,10921282
-920.0,0.0,10920807
-920.0,50.0,9853073
-920.0,100.0,10465587
-920.0,150.0,10940649
-920.0,200.0,10925133
-918.0,-250.0,10256336
-918.0,-200.0,10933529
-918.0,-150.0,9563523
-918.0,-100.0,10927827
-918.0,-50.0,10931063
-918.0,0.0,9575562
-918.0,50.0,10935273
-918.0,100.0,10940474
-918.0,150.0,10922199
-918.0,200.0,10891994
-916.0,-250.0,10925759
-916.0,-200.0,10925365
-916.0,-150.0,10927563
-916.0,-100.0,9575115
-916.0,-50.0,10926146
-916.0,0.0,10922117
-916.0,50.0,10921044
-916.0,100.0,10933879
-916.0,150.0,10922838
-916.0,200.0,10927139
-914.0,-250.0,10928370
-914.0,-200.0,9571031
-914.0,-150.0,10914916
-914.0,-100.0,9991672
-914.0,-50.0,9567839
-914.0,0.0,10924564
-914.0,50.0,10922507
-914.0,100.0,10926442
-914.0,150.0,10927870
-914.0,200.0,10926061
-912.0,-250.0,9563980
-912.0,-200.0,10921835
-912.0,-150.0,10923175
-912.0,-100.0,10350361
-912.0,-50.0,10922650
-912.0,0.0,10924804
-912.0,50.0,9574670
-912.0,100.0,10931194
-912.0,150.0,10924294
-912.0,200.0,10931347
-910.0,-250.0,10932575
-910.0,-200.0,10922855
-910.0,-150.0,9577040
-910.0,-100.0,9567564
-910.0,-50.0,9576482
-910.0,0.0,10927002
-910.0,50.0,10946268
-910.0,100.0,10921096
-910.0,150.0,10920963
-910.0,200.0,10920141
-908.0,-250.0,10925087
-908.0,-200.0,9577540
-908.0,-150.0,10922537
-908.0,-100.0,10932160
-908.0,-50.0,10923187
-908.0,0.0,10926262
-908.0,50.0,10924901
-908.0,100.0,10928480
-908.0,150.0,10932680
-908.0,200.0,9576364
-906.0,-250.0,10925928
-906.0,-200.0,9573340
-906.0,-150.0,10846024
-906.0,-100.0,10921688
-906.0,-50.0,10919920
-906.0,0.0,10916510
-906.0,50.0,10923237
-906.0,100.0,9574161
-906.0,150.0,10929008
-906.0,200.0,9576123
-904.0,-250.0,10925976
-904.0,-200.0,10919791
-904.0,-150.0,10927331
-904.0,-100.0,10922777
-904.0,-50.0,10926425
-904.0,0.0,10944770
-904.0,50.0,10922956
-904.0,100.0,10925522
-904.0,150.0,10929014
-904.0,200.0,9578768
-902.0,-250.0,10926731
-902.0,-200.0,10929900
-902.0,-150.0,10937119
-902.0,-100.0,10927876
-902.0,-50.0,10921442
-902.0,0.0,10929615
-902.0,50.0,10935876
-902.0,100.0,10921096
-902.0,150.0,9571415
-902.0,200.0,10914615
-900.0,-250.0,10923148
-900.0,-200.0,10924970
-900.0,-150.0,10922069
-900.0,-100.0,10927328
-900.0,-50.0,10920350
-900.0,0.0,10911042
-900.0,50.0,10922059
-900.0,100.0,10923649
-900.0,150.0,10931188
-900.0,200.0,10918252
-898.0,-250.0,10922958
-898.0,-200.0,9579864
-898.0,-150.0,10925935
-898.0,-100.0,10901092
-898.0,-50.0,10230998
-898.0,0.0,10918442
-898.0,50.0,10928699
-898.0,100.0,10917808
-898.0,150.0,10917596
-898.0,200.0,10933499
-896.0,-250.0,10925101
-896.0,-200.0,10908948
-896.0,-150.0,10929659
-896.0,-100.0,9572378
-896.0,-50.0,10926841
-896.0,0.0,10925818
-896.0,50.0,10928447
-896.0,100.0,10211428
-896.0,150.0,10932170
-896.0,200.0,10033414
-894.0,-250.0,10919691
-894.0,-200.0,10927184
-894.0,-150.0,9561917
-894.0,-100.0,10921547
-894.0,-50.0,10927622
-894.0,0.0,10924953
-894.0,50.0,10921634
-894.0,100.0,10935071
-894.0,150.0,10924631
-894.0,200.0,10927968
-892.0,-250.0,10925555
-892.0,-200.0,10935242
-892.0,-150.0,10922133
-892.0,-100.0,10917124
-892.0,-50.0,10932491
-892.0,0.0,10926826
-892.0,50.0,9574349
-892.0,100.0,10922983
-892.0,150.0,9581110
-892.0,200.0,10916230
-890.0,-250.0,10926144
-890.0,-200.0,10925161
-890.0,-150.0,10923134
-890.0,-100.0,10404141
-890.0,-50.0,10931699
-890.0,0.0,9570107
-890.0,50.0,10937441
-890.0,100.0,10930943
-890.0,150.0,10942423
-890.0,200.0,10921421
-888.0,-250.0,10924364
-888.0,-200.0,10930769
-888.0,-150.0,10922574
-888.0,-100.0,10733072
-888.0,-50.0,9577332
-888.0,0.0,10940803
-888.0,50.0,10921224
-888.0,100.0,9554563
-888.0,150.0,10921884
-888.0,200.0,10925371
-886.0,-250.0,10915799
-886.0,-200.0,10922865
-886.0,-150.0,9570476
-886.0,-100.0,10927221
-886.0,-50.0,10912395
-886.0,0.0,9574219
-886.0,50.0,10918598
-886.0,100.0,10923839
-886.0,150.0,10916458
-886.0,200.0,10929516
-884.0,-250.0,10928143
-884.0,-200.0,10926373
-884.0,-150.0,10936082
-884.0,-100.0,10925326
-884.0,-50.0,10924111
-884.0,0.0,10937648
-884.0,50.0,10910237
-884.0,100.0,10928024
-884.0,150.0,10932074
-884.0,200.0,10923214
-882.0,-250.0,10936871
-882.0,-200.0,10918907
-882.0,-150.0,9559430
-882.0,-100.0,10920577
-882.0,-50.0,9792064
-882.0,0.0,10926773
-882.0,50.0,9883339
-882.0,100.0,10928475
-882.0,150.0,9574014
-882.0,200.0,10940066
-880.0,-250.0,10923191
-880.0,-200.0,10918551
-880.0,-150.0,10929075
-880.0,-100.0,10556751
-880.0,-50.0,10919223
-880.0,0.0,10926194
-880.0,50.0,10906859
-880.0,100.0,10917052
-880.0,150.0,10926085
-880.0,200.0,10918200
-878.0,-250.0,10228421
-878.0,-200.0,10118567
-878.0,-150.0,10256838
-878.0,-100.0,9940038
-878.0,-50.0,10954675
-878.0,0.0,10929050
-878.0,50.0,9528238
-878.0,100.0,9659099
-878.0,150.0,10742185
-878.0,200.0,9696438
-876.0,-250.0,10067523
-876.0,-200.0,11273733
-876.0,-150.0,10986736
-876.0,-100.0,9630297
-876.0,-50.0,9549250
-876.0,0.0,11313412
-876.0,50.0,11356213
-876.0,100.0,11361760
-876.0,150.0,9645823
-876.0,200.0,9646427
-874.0,-250.0,9681752
-874.0,-200.0,9586121
-874.0,-150.0,9577658
-874.0,-100.0,10999023
-874.0,-50.0,11357008
-874.0,0.0,11000556
-874.0,50.0,9592156
-874.0,100.0,11299701
-874.0,150.0,11327520
-874.0,200.0,11329359
-872.0,-250.0,11323051
-872.0,-200.0,10556387
-872.0,-150.0,11064818
-872.0,-100.0,11248767
-872.0,-50.0,11258192
-872.0,0.0,11280065
-872.0,50.0,11353870
-872.0,100.0,11230346
-872.0,150.0,11363014
-872.0,200.0,11355967
